date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,_nonnull_cnt,_nonnull_frac,_key,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_218_normalized,smart_218_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_235_normalized,smart_235_raw,smart_18_normalized,smart_18_raw,smart_175_normalized,smart_175_raw,smart_180_normalized,smart_180_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_234_normalized,smart_234_raw,smart_245_normalized,smart_245_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_169_normalized,smart_169_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_176_normalized,smart_176_raw,smart_178_normalized,smart_178_raw,smart_230_normalized,smart_230_raw,smart_244_normalized,smart_244_raw,smart_246_normalized,smart_246_raw
2016-11-27,W0Q6JFHA,ST320LT007,320072933376,0,114.0,63836512.0,,,98.0,0.0,100.0,56.0,100.0,0.0,85.0,379592713.0,,,64.0,31725.0,100.0,0.0,,,100.0,56.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,27.0,100.0,0.0,68.0,32.0,100.0,6.0,100.0,0.0,16.0,168482.0,32.0,32.0,54.0,63836512.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,73525545171817.0,100.0,3612703763.0,100.0,313064406.0,1.0,5255610.0,1.0,39025.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-11-27.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27,W0Q7G2XR,ST320LT007,320072933376,0,117.0,143568680.0,,,98.0,0.0,100.0,52.0,100.0,0.0,87.0,532402184.0,,,62.0,33577.0,100.0,0.0,,,100.0,52.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,45.0,100.0,0.0,73.0,27.0,100.0,8.0,100.0,0.0,23.0,154476.0,27.0,27.0,52.0,143568680.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,22552873304740.0,100.0,2098606373.0,100.0,65320096.0,1.0,16478781.0,1.0,63472.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-11-27.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27,W0Q7D84Z,ST320LT007,320072933376,0,117.0,128737280.0,,,98.0,0.0,100.0,22.0,100.0,0.0,87.0,544460327.0,,,65.0,31416.0,100.0,0.0,,,100.0,22.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,1.0,100.0,0.0,2.0,196980.0,30.0,30.0,54.0,128737280.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,196095321864713.0,100.0,2332180611.0,100.0,1797171243.0,1.0,2268738.0,1.0,12323.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-11-27.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,W0Q7G3NC,ST320LT007,320072933376,0,117.0,152385288.0,,,98.0,0.0,100.0,55.0,100.0,0.0,87.0,567050603.0,,,68.0,28766.0,100.0,0.0,,,100.0,55.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,42.0,100.0,0.0,67.0,33.0,100.0,7.0,100.0,0.0,1.0,232142.0,33.0,33.0,51.0,152385288.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,184576219574138.0,100.0,2133965646.0,100.0,966235673.0,1.0,120868.0,100.0,327.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-10-01.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,W0Q7G2XR,ST320LT007,320072933376,0,114.0,83034024.0,,,98.0,0.0,100.0,52.0,100.0,0.0,87.0,524154248.0,,,64.0,32191.0,100.0,0.0,,,100.0,52.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,45.0,100.0,0.0,69.0,31.0,100.0,8.0,100.0,0.0,31.0,139297.0,31.0,31.0,52.0,83034024.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,276385440496961.0,100.0,1698056884.0,100.0,3390819122.0,1.0,10653262.0,1.0,33491.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-10-01.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,W0Q7D87M,ST320LT007,320072933376,0,118.0,178342056.0,,,98.0,0.0,100.0,13.0,100.0,0.0,77.0,57433982.0,,,87.0,11822.0,100.0,0.0,,,100.0,13.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,64.0,73182.0,23.0,23.0,52.0,178342056.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,165626823847432.0,100.0,2317296301.0,100.0,3748310119.0,1.0,317595.0,100.0,1490.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-10-01.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,W0Q7G3NC,ST320LT007,320072933376,0,107.0,13005104.0,,,98.0,0.0,100.0,56.0,100.0,0.0,87.0,570646608.0,,,67.0,29518.0,100.0,0.0,,,100.0,56.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,42.0,100.0,0.0,68.0,32.0,100.0,7.0,100.0,0.0,1.0,245017.0,32.0,32.0,53.0,13005104.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,212978838303332.0,100.0,2944805399.0,100.0,3508111337.0,1.0,2812251.0,1.0,33194.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-11-01.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,W0Q6JFHA,ST320LT007,320072933376,0,115.0,92924208.0,,,98.0,0.0,100.0,56.0,100.0,0.0,85.0,376891639.0,,,65.0,31093.0,100.0,0.0,,,100.0,56.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,27.0,100.0,0.0,72.0,28.0,100.0,6.0,100.0,0.0,22.0,157031.0,28.0,28.0,52.0,92924208.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,118042881194231.0,100.0,205860287.0,100.0,3297083732.0,1.0,2800171.0,1.0,27726.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-11-01.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,W0Q7D84Z,ST320LT007,320072933376,0,115.0,95635808.0,,,98.0,0.0,100.0,20.0,100.0,0.0,87.0,541652044.0,,,65.0,30785.0,100.0,0.0,,,100.0,20.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,1.0,100.0,0.0,8.0,184152.0,32.0,32.0,53.0,95635808.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,124034360571799.0,100.0,3482505833.0,100.0,2214347586.0,1.0,9622141.0,1.0,50348.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-11-01.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,W0Q7D87M,ST320LT007,320072933376,0,114.0,72199120.0,,,98.0,0.0,100.0,13.0,100.0,0.0,78.0,63222792.0,,,85.0,13302.0,100.0,0.0,,,100.0,13.0,,,,,,,,,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,47.0,106293.0,28.0,28.0,53.0,72199120.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,156813550957504.0,100.0,970468540.0,100.0,2836158221.0,1.0,5860681.0,1.0,25843.0,100.0,0.0,100.0,0.0,,,61,0.6354166666666666,data_Q4_2016/2016-12-01.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
