date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_223_normalized,smart_223_raw,smart_225_normalized,smart_225_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,_nonnull_cnt,_nonnull_frac,_key,smart_22_normalized,smart_22_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_224_normalized,smart_224_raw,smart_226_normalized,smart_226_raw
2014-02-11,W0Q0Z3E0,ST320LT007,320072933376,0,118.0,172996240.0,,,98.0,0.0,100.0,16.0,100.0,0.0,68.0,6379559.0,,,100.0,549.0,100.0,0.0,,,100.0,16.0,,,,,,,100.0,0.0,100.0,0.0,100.0,7.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,83.0,35853.0,25.0,25.0,54.0,172996240.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,237271173300687.0,100.0,1276845069.0,100.0,852175622.0,1.0,2196572.0,1.0,4148836.0,1.0,1923233.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-11.csv,,,,,,,,,,
2014-02-08,W0Q0Z3E0,ST320LT007,320072933376,0,113.0,58593664.0,,,98.0,0.0,100.0,16.0,100.0,0.0,66.0,4813482.0,,,100.0,476.0,100.0,0.0,,,100.0,16.0,,,,,,,100.0,0.0,100.0,0.0,100.0,7.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,83.0,35426.0,26.0,26.0,54.0,58593664.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,170819439296902.0,100.0,4162025316.0,100.0,3023403207.0,1.0,1649602.0,1.0,3109042.0,1.0,1436612.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-08.csv,,,,,,,,,,
2014-02-08,W0Q0JVYC,ST320LT007,320072933376,0,109.0,22691744.0,,,98.0,0.0,100.0,21.0,100.0,0.0,68.0,7281727.0,,,100.0,770.0,100.0,0.0,,,100.0,21.0,,,,,,,100.0,0.0,100.0,0.0,100.0,22.0,100.0,0.0,77.0,23.0,100.0,2.0,100.0,0.0,72.0,57849.0,23.0,23.0,52.0,22691744.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,198380244435590.0,100.0,2051821672.0,100.0,4232506788.0,1.0,531128.0,1.0,996961.0,1.0,434163.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-08.csv,,,,,,,,,,
2014-02-08,W0Q6JFVK,ST320LT007,320072933376,0,115.0,98405432.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,166542185.0,,,89.0,10023.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30392.0,27.0,27.0,53.0,98405432.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,137456133351164.0,100.0,1372386881.0,100.0,3873316492.0,1.0,15302732.0,1.0,30116525.0,1.0,13987566.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-08.csv,,,,,,,,,,
2014-01-26,W0Q6JFVK,ST320LT007,320072933376,0,114.0,76587032.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,159088070.0,,,89.0,9706.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30104.0,27.0,27.0,54.0,76587032.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,145749715199423.0,100.0,1307511609.0,100.0,3420979630.0,1.0,12654213.0,1.0,25011203.0,1.0,11601537.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-01-26.csv,,,,,,,,,,
2014-02-13,W0Q0JVYC,ST320LT007,320072933376,0,108.0,19056200.0,,,98.0,0.0,100.0,21.0,100.0,0.0,69.0,8750811.0,,,99.0,892.0,100.0,0.0,,,100.0,21.0,,,,,,,100.0,0.0,100.0,0.0,100.0,22.0,100.0,0.0,77.0,23.0,100.0,2.0,100.0,0.0,69.0,62726.0,23.0,23.0,48.0,19056200.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,152866475999993.0,100.0,3282887316.0,100.0,4183182383.0,1.0,1295115.0,1.0,2408658.0,1.0,1046084.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-13.csv,,,,,,,,,,
2014-02-13,W0Q6GS3J,ST320LT007,320072933376,0,111.0,41933400.0,,,98.0,0.0,100.0,19.0,100.0,0.0,82.0,193930959.0,,,88.0,11104.0,100.0,0.0,,,100.0,19.0,,,,,,,100.0,0.0,100.0,0.0,100.0,21.0,100.0,0.0,74.0,26.0,100.0,7.0,100.0,1.0,88.0,25830.0,26.0,26.0,52.0,41933400.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,144439750175542.0,100.0,3237174528.0,100.0,534855172.0,1.0,909386.0,1.0,1805631.0,1.0,805712.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-13.csv,,,,,,,,,,
2014-02-13,W0Q0Z3E0,ST320LT007,320072933376,0,108.0,15750032.0,,,98.0,0.0,100.0,16.0,100.0,0.0,68.0,7298858.0,,,100.0,597.0,100.0,0.0,,,100.0,16.0,,,,,,,100.0,0.0,100.0,0.0,100.0,7.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,82.0,36417.0,25.0,25.0,53.0,15750032.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,112833085833727.0,100.0,2059244203.0,100.0,1189867374.0,1.0,2547908.0,1.0,4808034.0,1.0,2230430.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-13.csv,,,,,,,,,,
2014-02-03,W0Q0JVYC,ST320LT007,320072933376,0,112.0,44798776.0,,,98.0,0.0,100.0,20.0,100.0,0.0,67.0,5906023.0,,,100.0,651.0,100.0,0.0,,,100.0,20.0,,,,,,,100.0,0.0,100.0,0.0,100.0,20.0,100.0,0.0,78.0,22.0,100.0,1.0,100.0,0.0,75.0,51802.0,22.0,22.0,52.0,44798776.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,114692806672919.0,100.0,1612258530.0,100.0,245213830.0,1.0,850796.0,1.0,1572128.0,1.0,685579.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-03.csv,,,,,,,,,,
2014-02-03,W0Q0Z3E0,ST320LT007,320072933376,0,113.0,54779912.0,,,98.0,0.0,100.0,16.0,100.0,0.0,63.0,2589858.0,,,100.0,355.0,100.0,0.0,,,100.0,16.0,,,,,,,100.0,0.0,100.0,0.0,100.0,7.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,84.0,32909.0,26.0,26.0,52.0,54779912.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,260202003693840.0,100.0,2122751126.0,100.0,2940198624.0,1.0,756511.0,1.0,1415203.0,1.0,649323.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-03.csv,,,,,,,,,,
2014-02-03,W0Q6JFVK,ST320LT007,320072933376,0,119.0,214118128.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,163703445.0,,,89.0,9901.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30230.0,27.0,27.0,54.0,214118128.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,55563991918211.0,100.0,1347928958.0,100.0,3673544260.0,1.0,14295829.0,1.0,28175572.0,1.0,13080278.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-03.csv,,,,,,,,,,
2014-01-23,W0Q6JFVK,ST320LT007,320072933376,0,119.0,219464440.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,157177968.0,,,90.0,9633.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30085.0,27.0,27.0,53.0,219464440.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,138044543870326.0,100.0,1289770783.0,100.0,3315233669.0,1.0,11991771.0,1.0,23723395.0,1.0,11000012.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-01-23.csv,,,,,,,,,,
2014-02-15,W0Q1STZM,ST320LT007,320072933376,0,119.0,216496376.0,,,98.0,0.0,100.0,11.0,100.0,0.0,78.0,76299988.0,,,96.0,3872.0,100.0,0.0,,,100.0,11.0,,,,,,,100.0,0.0,100.0,0.0,100.0,11.0,100.0,0.0,79.0,21.0,100.0,2.0,100.0,1.0,73.0,54132.0,21.0,21.0,51.0,216496376.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,10750303145687.0,100.0,485621566.0,100.0,2499920194.0,1.0,1516744.0,1.0,2926339.0,1.0,1390562.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-15.csv,,,,,,,,,,
2014-02-15,W0Q6JFCX,ST320LT007,320072933376,0,117.0,156304848.0,,,98.0,0.0,100.0,23.0,100.0,0.0,82.0,193811979.0,,,89.0,10324.0,100.0,0.0,,,100.0,23.0,,,,,,,100.0,0.0,100.0,0.0,100.0,12.0,100.0,0.0,68.0,32.0,100.0,6.0,100.0,0.0,61.0,79055.0,32.0,32.0,57.0,156304848.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,232830177126404.0,100.0,3386568135.0,100.0,4128616648.0,1.0,1541168.0,1.0,2995660.0,1.0,1390632.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-15.csv,,,,,,,,,,
2014-02-15,W0Q0JVYC,ST320LT007,320072933376,0,110.0,27055632.0,,,98.0,0.0,100.0,21.0,100.0,0.0,69.0,9369835.0,,,99.0,940.0,100.0,0.0,,,100.0,21.0,,,,,,,100.0,0.0,100.0,0.0,100.0,22.0,100.0,0.0,77.0,23.0,100.0,2.0,100.0,0.0,68.0,64532.0,23.0,23.0,49.0,27055632.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,110440789050151.0,100.0,35928541.0,100.0,4001568787.0,1.0,1611644.0,1.0,2996412.0,1.0,1310939.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-15.csv,,,,,,,,,,
2014-01-19,W0Q6JFVK,ST320LT007,320072933376,0,116.0,106715320.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,154662924.0,,,90.0,9536.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30053.0,27.0,27.0,53.0,106715320.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,267774031045909.0,100.0,1266652752.0,100.0,2881946472.0,1.0,11112337.0,1.0,22012234.0,1.0,10199677.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-01-19.csv,,,,,,,,,,
2014-02-05,W0Q0Z3E0,ST320LT007,320072933376,0,116.0,103562856.0,,,98.0,0.0,100.0,16.0,100.0,0.0,65.0,3309577.0,,,100.0,404.0,100.0,0.0,,,100.0,16.0,,,,,,,100.0,0.0,100.0,0.0,100.0,7.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,83.0,34664.0,25.0,25.0,53.0,103562856.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,145118354997567.0,100.0,2315584384.0,100.0,1717864675.0,1.0,1098851.0,1.0,2055141.0,1.0,944596.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-05.csv,,,,,,,,,,
2014-02-05,W0Q0JVYC,ST320LT007,320072933376,0,106.0,12003728.0,,,98.0,0.0,100.0,21.0,100.0,0.0,68.0,6447031.0,,,100.0,699.0,100.0,0.0,,,100.0,21.0,,,,,,,100.0,0.0,100.0,0.0,100.0,22.0,100.0,0.0,77.0,23.0,100.0,2.0,100.0,0.0,73.0,54393.0,23.0,23.0,54.0,12003728.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,277184304382531.0,100.0,1829383855.0,100.0,4192484339.0,1.0,99663.0,1.0,196375.0,1.0,85963.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-05.csv,,,,,,,,,,
2014-01-20,W0Q6JFVK,ST320LT007,320072933376,0,117.0,135940528.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,155288262.0,,,90.0,9560.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30066.0,27.0,27.0,54.0,135940528.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,29476360561965.0,100.0,1272562853.0,100.0,2855806869.0,1.0,11335441.0,1.0,22444213.0,1.0,10401587.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-01-20.csv,,,,,,,,,,
2014-02-06,W0Q0Z3E0,ST320LT007,320072933376,0,107.0,14243800.0,,,98.0,0.0,100.0,16.0,100.0,0.0,66.0,3783896.0,,,100.0,428.0,100.0,0.0,,,100.0,16.0,,,,,,,100.0,0.0,100.0,0.0,100.0,7.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,83.0,35070.0,25.0,25.0,54.0,14243800.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,91237990269270.0,100.0,2780612815.0,100.0,3126812320.0,1.0,1278809.0,1.0,2399182.0,1.0,1105045.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-06.csv,,,,,,,,,,
