date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,_nonnull_cnt,_nonnull_frac,_key,vault_id,pod_id,is_legacy_format,smart_71_normalized,smart_71_raw,smart_90_normalized,smart_90_raw,datacenter,cluster_id,pod_slot_num,smart_27_normalized,smart_27_raw,smart_82_normalized,smart_82_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2023-04-02,221336513661,MTFDDAV480TDS,480103981056,0,100.0,0.0,,,,,,,100.0,0.0,,,,,100.0,5655.0,,,,,100.0,38.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68.0,100.0,32.0,99.0,51.0,,,,,,,100.0,0.0,100.0,2161.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,92.0,,,,,,,,,,,31.0,69.0,100.0,0.0,100.0,0.0,,,100.0,0.0,100.0,0.0,,,100.0,0.0,99.0,2009.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,64194362502.0,,,100.0,64194362502.0,,,100.0,71421755456.0,,,,,99.0,99.0,,,100.0,2006074136.0,100.0,225855723.0,,,,,,,,,,,68,0.36363636363636365,data_Q2_2023/2023-04-02.csv,2020.0,18.0,False,,,,,,,,,,,,,,,
2023-04-02,22133651362E,MTFDDAV480TDS,480103981056,0,100.0,0.0,,,,,,,100.0,0.0,,,,,100.0,5655.0,,,,,100.0,38.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67.0,100.0,32.0,99.0,52.0,,,,,,,100.0,0.0,100.0,2161.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,92.0,,,,,,,,,,,31.0,69.0,100.0,0.0,100.0,0.0,,,100.0,0.0,100.0,0.0,,,100.0,0.0,99.0,2007.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,64960840517.0,,,100.0,64960840517.0,,,100.0,72300334784.0,,,,,99.0,99.0,,,100.0,2030023456.0,100.0,229362006.0,,,,,,,,,,,68,0.36363636363636365,data_Q2_2023/2023-04-02.csv,2020.0,18.0,False,,,,,,,,,,,,,,,
2023-04-03,22133651362E,MTFDDAV480TDS,480103981056,0,100.0,0.0,,,,,,,100.0,0.0,,,,,100.0,5677.0,,,,,100.0,38.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67.0,100.0,32.0,99.0,52.0,,,,,,,100.0,0.0,100.0,2161.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,92.0,,,,,,,,,,,31.0,69.0,100.0,0.0,100.0,0.0,,,100.0,0.0,100.0,0.0,,,100.0,0.0,99.0,2007.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,65085184671.0,,,100.0,65085184671.0,,,100.0,72443943648.0,,,,,99.0,99.0,,,100.0,2033908998.0,100.0,229964242.0,,,,,,,,,,,68,0.36363636363636365,data_Q2_2023/2023-04-03.csv,2020.0,18.0,False,,,,,,,,,,,,,,,
2023-04-03,221336513661,MTFDDAV480TDS,480103981056,0,100.0,0.0,,,,,,,100.0,0.0,,,,,100.0,5677.0,,,,,100.0,38.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68.0,100.0,32.0,99.0,51.0,,,,,,,100.0,0.0,100.0,2161.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,92.0,,,,,,,,,,,31.0,69.0,100.0,0.0,100.0,0.0,,,100.0,0.0,100.0,0.0,,,100.0,0.0,99.0,2009.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,64194362502.0,,,100.0,64194362502.0,,,100.0,71422087648.0,,,,,99.0,99.0,,,100.0,2006074136.0,100.0,225866104.0,,,,,,,,,,,68,0.36363636363636365,data_Q2_2023/2023-04-03.csv,2020.0,18.0,False,,,,,,,,,,,,,,,
2023-04-01,22133651362E,MTFDDAV480TDS,480103981056,0,100.0,0.0,,,,,,,100.0,0.0,,,,,100.0,5633.0,,,,,100.0,38.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67.0,100.0,32.0,99.0,52.0,,,,,,,100.0,0.0,100.0,2161.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,92.0,,,,,,,,,,,30.0,70.0,100.0,0.0,100.0,0.0,,,100.0,0.0,100.0,0.0,,,100.0,0.0,99.0,2007.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,64828909163.0,,,100.0,64828909163.0,,,100.0,72148653216.0,,,,,99.0,99.0,,,100.0,2025900716.0,100.0,228744697.0,,,,,,,,,,,68,0.36363636363636365,data_Q2_2023/2023-04-01.csv,2020.0,18.0,False,,,,,,,,,,,,,,,
2023-04-01,221336513661,MTFDDAV480TDS,480103981056,0,100.0,0.0,,,,,,,100.0,0.0,,,,,100.0,5626.0,,,,,100.0,38.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68.0,100.0,32.0,99.0,51.0,,,,,,,100.0,0.0,100.0,2161.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,92.0,,,,,,,,,,,31.0,69.0,100.0,0.0,100.0,0.0,,,100.0,0.0,100.0,0.0,,,100.0,0.0,99.0,2009.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,64194362502.0,,,100.0,64194362502.0,,,100.0,71421307872.0,,,,,99.0,99.0,,,100.0,2006074136.0,100.0,225841736.0,,,,,,,,,,,68,0.36363636363636365,data_Q2_2023/2023-04-01.csv,2020.0,18.0,False,,,,,,,,,,,,,,,
2023-04-30,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1823398823.0,,,,,,,59.0,0.0,,,,,100.0,1748.0,,,,,100.0,2.0,120.0,36183137191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,2.0,100.0,6.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,45360.0,100.0,0.0,100.0,45360.0,,,100.0,45360.0,100.0,27822.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-30.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-04-27,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1753480937.0,,,,,,,59.0,0.0,,,,,100.0,1678.0,,,,,100.0,2.0,120.0,36113219305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,2.0,100.0,6.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,44.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,44010.0,100.0,0.0,100.0,44010.0,,,100.0,44010.0,100.0,26756.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-27.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-04-15,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1428635129.0,,,,,,,59.0,0.0,,,,,100.0,1393.0,,,,,100.0,2.0,119.0,35788373497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,7.0,100.0,2.0,100.0,5.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,37044.0,100.0,0.0,100.0,37044.0,,,100.0,37044.0,100.0,21799.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-15.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-04-08,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1239631215.0,,,,,,,59.0,0.0,,,,,100.0,1219.0,,,,,100.0,2.0,119.0,35599369583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,7.0,100.0,2.0,100.0,4.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,33399.0,100.0,0.0,100.0,33399.0,,,100.0,33399.0,100.0,18915.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-08.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
